review,rating,date,bank,source
Good job,5,2026-04-06,Commercial Bank of Ethiopia,Google Play
good,5,2026-04-05,Commercial Bank of Ethiopia,Google Play
good,3,2026-04-05,Commercial Bank of Ethiopia,Google Play
wow,5,2026-04-05,Commercial Bank of Ethiopia,Google Play
good 👍,5,2026-04-05,Commercial Bank of Ethiopia,Google Play
Thank you for your service.,1,2026-04-05,Commercial Bank of Ethiopia,Google Play
nice,5,2026-04-05,Commercial Bank of Ethiopia,Google Play
WOW!,4,2026-04-04,Commercial Bank of Ethiopia,Google Play
i have more experience,5,2026-04-04,Commercial Bank of Ethiopia,Google Play
good,5,2026-04-04,Commercial Bank of Ethiopia,Google Play
i like this app,5,2026-04-04,Commercial Bank of Ethiopia,Google Play
I love this app,5,2026-04-04,Commercial Bank of Ethiopia,Google Play
it is not working,1,2026-04-04,Commercial Bank of Ethiopia,Google Play
the app freezes sometimes and crashing,1,2026-04-04,Commercial Bank of Ethiopia,Google Play
for active payment it's number one chose,5,2026-04-04,Commercial Bank of Ethiopia,Google Play
"What a nasty Update is this !. May I say 'Events cast their shadow before happenings'. Trust, value, Bank's 'n' Customers' financial property, such like things, at risk once again(the State owned Bank experienced some months ago due to app development issues or some other unknown reasons. Unable to see my own current balance due to a hidden page being displayed, stacked transaction history since March 26th, among others. Is that a Banking app being developed by Professionals ?.",1,2026-04-04,Commercial Bank of Ethiopia,Google Play
Very good Service provider bank,5,2026-04-04,Commercial Bank of Ethiopia,Google Play
nice app keep it up🤝🤝,5,2026-04-03,Commercial Bank of Ethiopia,Google Play
very much for your information 👋,5,2026-04-03,Commercial Bank of Ethiopia,Google Play
bad👎,1,2026-04-03,Commercial Bank of Ethiopia,Google Play
so nice to me,5,2026-04-03,Commercial Bank of Ethiopia,Google Play
best,5,2026-04-02,Commercial Bank of Ethiopia,Google Play
good update,5,2026-04-02,Commercial Bank of Ethiopia,Google Play
It's a good improvement. the app,5,2026-04-02,Commercial Bank of Ethiopia,Google Play
good,5,2026-04-02,Commercial Bank of Ethiopia,Google Play
Excellent,5,2026-04-02,Commercial Bank of Ethiopia,Google Play
ok,5,2026-04-02,Commercial Bank of Ethiopia,Google Play
best,5,2026-04-02,Commercial Bank of Ethiopia,Google Play
"This app is very unreliable—slow, frequently crashes, and fails to sync properly. Transactions don’t reflect accurately; I transferred money that was deducted but never received, with no record in recent activity. It often stops working and takes too long to update. Reinstalling doesn’t help. You even have to visit a branch for it to start working, which is unacceptable today. The problem is even worse outside Ethiopia.",1,2026-04-02,Commercial Bank of Ethiopia,Google Play
not working,5,2026-04-01,Commercial Bank of Ethiopia,Google Play
it's fast and easy nice,5,2026-04-01,Commercial Bank of Ethiopia,Google Play
Good,1,2026-04-01,Commercial Bank of Ethiopia,Google Play
girms,5,2026-04-01,Commercial Bank of Ethiopia,Google Play
"this platform is very useful for exchanging payment ,than *889#(it's slower ).🙏🙏",5,2026-04-01,Commercial Bank of Ethiopia,Google Play
best,5,2026-04-01,Commercial Bank of Ethiopia,Google Play
Good app,5,2026-03-31,Commercial Bank of Ethiopia,Google Play
very excellent application the number one bank of Ethiopia thanks,5,2026-03-31,Commercial Bank of Ethiopia,Google Play
I can't use the app months ago. It stopped working with Mobile data and WiFi. I didn't know the cause. Why this app is not compatible with Android 8?,3,2026-03-31,Commercial Bank of Ethiopia,Google Play
not working,3,2026-03-31,Commercial Bank of Ethiopia,Google Play
"very nice app, but charge more.",5,2026-03-31,Commercial Bank of Ethiopia,Google Play
Why mobile Banking is not functional?,2,2026-03-31,Commercial Bank of Ethiopia,Google Play
does this app support international transactions,3,2026-03-31,Commercial Bank of Ethiopia,Google Play
i use CBE almost more than 5 years,3,2026-03-30,Commercial Bank of Ethiopia,Google Play
this app essential app on this time,5,2026-03-30,Commercial Bank of Ethiopia,Google Play
"After update not working at all, I live in abroad.",1,2026-03-30,Commercial Bank of Ethiopia,Google Play
best app,5,2026-03-30,Commercial Bank of Ethiopia,Google Play
nice,1,2026-03-30,Commercial Bank of Ethiopia,Google Play
it is not well functional. It always sluggish and poor application. n Not interested because always straggling .,1,2026-03-30,Commercial Bank of Ethiopia,Google Play
best bank ever,5,2026-03-30,Commercial Bank of Ethiopia,Google Play
Pleas allow self service on Mobile banking.,5,2026-03-29,Commercial Bank of Ethiopia,Google Play
saved transactions doesn't work properly it doesn't show transactions before a month only shows recent transactions even after I set filter date range,1,2026-03-29,Commercial Bank of Ethiopia,Google Play
good,5,2026-03-29,Commercial Bank of Ethiopia,Google Play
easygoing & Convenient to use.,5,2026-03-29,Commercial Bank of Ethiopia,Google Play
Thank you,5,2026-03-28,Commercial Bank of Ethiopia,Google Play
good,5,2026-03-28,Commercial Bank of Ethiopia,Google Play
nice,5,2026-03-28,Commercial Bank of Ethiopia,Google Play
excellent,5,2026-03-28,Commercial Bank of Ethiopia,Google Play
It charges high amount of service charge.,1,2026-03-28,Commercial Bank of Ethiopia,Google Play
best,5,2026-03-28,Commercial Bank of Ethiopia,Google Play
good,5,2026-03-27,Commercial Bank of Ethiopia,Google Play
melkam new,4,2026-03-27,Commercial Bank of Ethiopia,Google Play
Very good service all times,5,2026-03-25,Commercial Bank of Ethiopia,Google Play
ohh very useful and easy for use,5,2026-03-25,Commercial Bank of Ethiopia,Google Play
wow,5,2026-03-25,Commercial Bank of Ethiopia,Google Play
good application,5,2026-03-25,Commercial Bank of Ethiopia,Google Play
good,5,2026-03-25,Commercial Bank of Ethiopia,Google Play
its good,5,2026-03-24,Commercial Bank of Ethiopia,Google Play
so nice,5,2026-03-24,Commercial Bank of Ethiopia,Google Play
it nice and fast but usually it bad the connection by 4g network it still bad,4,2026-03-24,Commercial Bank of Ethiopia,Google Play
not work app,5,2026-03-23,Commercial Bank of Ethiopia,Google Play
nice App,5,2026-03-22,Commercial Bank of Ethiopia,Google Play
CBE is my beast one for any transactions,5,2026-03-22,Commercial Bank of Ethiopia,Google Play
very good,5,2026-03-22,Commercial Bank of Ethiopia,Google Play
I Am Proud Of CBE Period!!!,5,2026-03-22,Commercial Bank of Ethiopia,Google Play
digital banking,5,2026-03-21,Commercial Bank of Ethiopia,Google Play
it is very good service you are giving,5,2026-03-21,Commercial Bank of Ethiopia,Google Play
ps fast and easy,5,2026-03-21,Commercial Bank of Ethiopia,Google Play
nice app for me,3,2026-03-21,Commercial Bank of Ethiopia,Google Play
vibe,4,2026-03-21,Commercial Bank of Ethiopia,Google Play
Tajajilli keessan dubati Hafadha አገልግሎታችሁን ዱባቲ ሀፋድህን አቆይ Your service will stay behind,1,2026-03-21,Commercial Bank of Ethiopia,Google Play
ገላግሌ ብየዋለው ጥድት ያለ አፕ,5,2026-03-20,Commercial Bank of Ethiopia,Google Play
best app i like it,5,2026-03-20,Commercial Bank of Ethiopia,Google Play
it is really very poor application. i've ever experienced.,1,2026-03-20,Commercial Bank of Ethiopia,Google Play
wow ✌️,5,2026-03-19,Commercial Bank of Ethiopia,Google Play
EASY & SIMLPE TO MANIPULATE. COGRATS !!,4,2026-03-19,Commercial Bank of Ethiopia,Google Play
zewediesh,4,2026-03-19,Commercial Bank of Ethiopia,Google Play
nice app,4,2026-03-19,Commercial Bank of Ethiopia,Google Play
Perfect App,5,2026-03-19,Commercial Bank of Ethiopia,Google Play
🆗 g,5,2026-03-19,Commercial Bank of Ethiopia,Google Play
the best app of mobile banking,5,2026-03-18,Commercial Bank of Ethiopia,Google Play
ዝም ብሉ ይዞራል 😡😡😡,3,2026-03-18,Commercial Bank of Ethiopia,Google Play
the bank You can always relay on!,5,2026-03-18,Commercial Bank of Ethiopia,Google Play
good,1,2026-03-18,Commercial Bank of Ethiopia,Google Play
ok,5,2026-03-18,Commercial Bank of Ethiopia,Google Play
good,5,2026-03-18,Commercial Bank of Ethiopia,Google Play
"Why does this welcome notification appear every time the app is opened? It doesn’t add value in its current form, so please consider removing it. Alternatively, you could adjust it to appear only occasionally.",4,2026-03-17,Commercial Bank of Ethiopia,Google Play
10Q U,5,2026-03-17,Commercial Bank of Ethiopia,Google Play
very interesting,5,2026-03-17,Commercial Bank of Ethiopia,Google Play
"it cant accomidate more than 2 accounts,every time i subscribe for my 3r account it vanish.",3,2026-03-17,Commercial Bank of Ethiopia,Google Play
it's so disgusting my phone is s9+ android of 8/9 and this application still doesn't work for my phone fix it sooner as possible !,1,2026-03-17,Commercial Bank of Ethiopia,Google Play
This app is by far one of the useless apps. It keep on sating can't sync and unable to do transfers. please for God sake fix it,1,2026-03-17,Commercial Bank of Ethiopia,Google Play
ልስን,4,2026-03-17,Commercial Bank of Ethiopia,Google Play
new app,5,2026-03-17,Commercial Bank of Ethiopia,Google Play
Nice,5,2026-03-17,Commercial Bank of Ethiopia,Google Play
it can't showed transaction history perfectly,1,2026-03-16,Commercial Bank of Ethiopia,Google Play
it have to be work on all smart phone ratherthan limitted by version,1,2026-03-16,Commercial Bank of Ethiopia,Google Play
All right 👍,5,2026-03-16,Commercial Bank of Ethiopia,Google Play
you can transfer br,5,2026-03-16,Commercial Bank of Ethiopia,Google Play
well,5,2026-03-16,Commercial Bank of Ethiopia,Google Play
not properly work,2,2026-03-16,Commercial Bank of Ethiopia,Google Play
nice app,5,2026-03-16,Commercial Bank of Ethiopia,Google Play
proud of CBE. CBE is my everyday day choice and confidence.,5,2026-03-15,Commercial Bank of Ethiopia,Google Play
It would be great if you could add tele birr agent to the transfer to wallet.,2,2026-03-15,Commercial Bank of Ethiopia,Google Play
love,5,2026-03-15,Commercial Bank of Ethiopia,Google Play
"To the CBE: I opened my account 8 years ago while working as a government employee in Harerghe. Now I live in Addis Ababa, yet my account has been frozen without any explanation. I contacted nearby branches and even the head office, and all I was told is that I must go to the branch where I originally opened my account-over 400 km away. How is this fair/legal? Expecting a customer to travel over 400km just to reactivate an account is unreasonable and shows a total disregard for customer rights.",3,2026-03-14,Commercial Bank of Ethiopia,Google Play
"it's good, but sometime the app can not be fast and it will need upgraeds.....?",4,2026-03-14,Commercial Bank of Ethiopia,Google Play
I gone to cbe branch more times as I updated or re installed it because it asks verfication no. after reinstallation or updation tis costy for you,4,2026-03-14,Commercial Bank of Ethiopia,Google Play
wonderful Pp,5,2026-03-14,Commercial Bank of Ethiopia,Google Play
ok,5,2026-03-14,Commercial Bank of Ethiopia,Google Play
l want Mobile banks code,5,2026-03-13,Commercial Bank of Ethiopia,Google Play
My application are not working,5,2026-03-13,Commercial Bank of Ethiopia,Google Play
its good customer support,4,2026-03-13,Commercial Bank of Ethiopia,Google Play
Can't active now,3,2026-03-13,Commercial Bank of Ethiopia,Google Play
this app is really make me excited 😊,5,2026-03-13,Commercial Bank of Ethiopia,Google Play
ok,5,2026-03-13,Commercial Bank of Ethiopia,Google Play
Easy to use and best way for online transactions in Ethiopia.,4,2026-03-12,Commercial Bank of Ethiopia,Google Play
good,5,2026-03-12,Commercial Bank of Ethiopia,Google Play
ቸርነት ገበየሁ,5,2026-03-12,Commercial Bank of Ethiopia,Google Play
"False advertising regarding Virtual Mastercard/Visa 😓😢😓 The latest update claims to support Mastercard and Visa cards, but this is completely false. The features are either missing or do not work at all. It is shameful for a leading bank to mislead its customers with ""new features"" that aren't actually available. Fix the bugs or stop making false promises.",1,2026-03-12,Commercial Bank of Ethiopia,Google Play
good,5,2026-03-12,Commercial Bank of Ethiopia,Google Play
thanks for my custom,5,2026-03-12,Commercial Bank of Ethiopia,Google Play
is good always not work not access.,2,2026-03-11,Commercial Bank of Ethiopia,Google Play
perfect 👌,5,2026-03-11,Commercial Bank of Ethiopia,Google Play
Baankiin Daldala Itoophiyaa nuuf qabeenya guddaa tahuu hin dagatinaa Mata duree ykn Handhuura baankii hundaati,5,2026-03-11,Commercial Bank of Ethiopia,Google Play
The worst Application,1,2026-03-10,Commercial Bank of Ethiopia,Google Play
keepup the good work thanks,5,2026-03-10,Commercial Bank of Ethiopia,Google Play
it good,5,2026-03-10,Commercial Bank of Ethiopia,Google Play
loved,5,2026-03-10,Commercial Bank of Ethiopia,Google Play
❤,5,2026-03-10,Commercial Bank of Ethiopia,Google Play
good,5,2026-03-09,Commercial Bank of Ethiopia,Google Play
exellent app!!!!!,5,2026-03-09,Commercial Bank of Ethiopia,Google Play
it's good,3,2026-03-09,Commercial Bank of Ethiopia,Google Play
easy to use,5,2026-03-09,Commercial Bank of Ethiopia,Google Play
good,5,2026-03-09,Commercial Bank of Ethiopia,Google Play
Very Good service,5,2026-03-09,Commercial Bank of Ethiopia,Google Play
The most dictator app in the banking industry. you beg for your own amount.,1,2026-03-09,Commercial Bank of Ethiopia,Google Play
Very good,5,2026-03-08,Commercial Bank of Ethiopia,Google Play
ጥሩ ነው,5,2026-03-08,Commercial Bank of Ethiopia,Google Play
ቀርፋፋ ነዉ,2,2026-03-08,Commercial Bank of Ethiopia,Google Play
their is no option to write the code and it is not functioning and i can't find the setting,1,2026-03-07,Commercial Bank of Ethiopia,Google Play
I like it,4,2026-03-07,Commercial Bank of Ethiopia,Google Play
slowing on connection.,3,2026-03-07,Commercial Bank of Ethiopia,Google Play
please release an app which can work for all android versions.,1,2026-03-07,Commercial Bank of Ethiopia,Google Play
"The previous application is good, but currently, after updating the application, everything is not working properly.",1,2026-03-07,Commercial Bank of Ethiopia,Google Play
first bank itoophiyaa nigd bank,5,2026-03-06,Commercial Bank of Ethiopia,Google Play
Good,5,2026-03-06,Commercial Bank of Ethiopia,Google Play
heddu gaalatoma,5,2026-03-06,Commercial Bank of Ethiopia,Google Play
"Did you know that if you open and hide your balance amount, it's font size will grow untill you can make it grow anymore because the Eye thingy will disappear (😭😭🫠)",4,2026-03-06,Commercial Bank of Ethiopia,Google Play
this is best app,4,2026-03-06,Commercial Bank of Ethiopia,Google Play
"sometimes it shows ""the app is not configured to the latest"" message. Version 5.2 4",3,2026-03-06,Commercial Bank of Ethiopia,Google Play
"Due to app version is to long ,this app is more lost money for new phone,im sory the new CBE app developper!",1,2026-03-06,Commercial Bank of Ethiopia,Google Play
I am using most of my financial things smoothly.,5,2026-03-05,Commercial Bank of Ethiopia,Google Play
good,4,2026-03-05,Commercial Bank of Ethiopia,Google Play
Nice,5,2026-03-05,Commercial Bank of Ethiopia,Google Play
ወደ ቴሌ ለማስተላለፍ ዕምብ አለ,5,2026-03-05,Commercial Bank of Ethiopia,Google Play
nic,5,2026-03-05,Commercial Bank of Ethiopia,Google Play
good,5,2026-03-05,Commercial Bank of Ethiopia,Google Play
Excellent app,5,2026-03-05,Commercial Bank of Ethiopia,Google Play
ok,5,2026-03-05,Commercial Bank of Ethiopia,Google Play
I like this apk and also I can accessed it wel!,5,2026-03-05,Commercial Bank of Ethiopia,Google Play
This app is not working on samsung j6 devices this is not fair we can't afford to buy new devices so u have to make work on this devices to?,1,2026-03-04,Commercial Bank of Ethiopia,Google Play
best,5,2026-03-04,Commercial Bank of Ethiopia,Google Play
it's very good apps I like it,5,2026-03-04,Commercial Bank of Ethiopia,Google Play
Good work,5,2026-03-04,Commercial Bank of Ethiopia,Google Play
"Good app, Thanks",5,2026-03-04,Commercial Bank of Ethiopia,Google Play
my choice,5,2026-03-04,Commercial Bank of Ethiopia,Google Play
strong 💪,5,2026-03-03,Commercial Bank of Ethiopia,Google Play
Good,5,2026-03-03,Commercial Bank of Ethiopia,Google Play
Excellent,5,2026-03-03,Commercial Bank of Ethiopia,Google Play
Your app is not working for android version 8. pls make it available!!,2,2026-03-03,Commercial Bank of Ethiopia,Google Play
I couldn't pay/transfer to my loan account. Would you mind updating your system?,3,2026-03-03,Commercial Bank of Ethiopia,Google Play
Its Good,5,2026-05-15,Bank of Abyssinia,Google Play
good,5,2026-05-14,Bank of Abyssinia,Google Play
it's very good app,5,2026-05-12,Bank of Abyssinia,Google Play
this app is good but the speed of app is very slow,2,2026-05-11,Bank of Abyssinia,Google Play
good,5,2026-05-09,Bank of Abyssinia,Google Play
boa the best,5,2026-05-08,Bank of Abyssinia,Google Play
bank of absiniya is best bank in ethiopian,5,2026-05-07,Bank of Abyssinia,Google Play
አስተማማኝና ዘመኑን የዋጀ,4,2026-05-05,Bank of Abyssinia,Google Play
good,5,2026-05-04,Bank of Abyssinia,Google Play
extremely slow app and unreliable for most payment i have stuggled to much with this,2,2026-05-03,Bank of Abyssinia,Google Play
Amazing app,5,2026-05-02,Bank of Abyssinia,Google Play
"I tried to oppen mobile app of BOA, but it can't work on my phone after activation. I can't login to it. the staffs tried their best and asked me the android version which is 16 and clear the catches, reinstall the app but the same restult × close the app. disappointing",1,2026-05-01,Bank of Abyssinia,Google Play
nice app 👍👍👍,5,2026-04-29,Bank of Abyssinia,Google Play
easy to understand,4,2026-04-28,Bank of Abyssinia,Google Play
best,5,2026-04-27,Bank of Abyssinia,Google Play
a wonderful Bank success app in Ethiopia 🇪🇹,5,2026-04-25,Bank of Abyssinia,Google Play
nice,5,2026-04-24,Bank of Abyssinia,Google Play
there's an error in app i don't ever know what's the case,1,2026-04-24,Bank of Abyssinia,Google Play
BoA always❤,5,2026-04-24,Bank of Abyssinia,Google Play
the worst app,1,2026-04-24,Bank of Abyssinia,Google Play
what an amazing service,5,2026-04-23,Bank of Abyssinia,Google Play
abezash,5,2026-04-23,Bank of Abyssinia,Google Play
😁😁ል,4,2026-04-23,Bank of Abyssinia,Google Play
Not working,4,2026-04-22,Bank of Abyssinia,Google Play
best,5,2026-04-22,Bank of Abyssinia,Google Play
nice,5,2026-04-21,Bank of Abyssinia,Google Play
everything new that other banks started abyssinia started it but this one year have been a disaster the mobile banking crashes everytime please do what you do best,1,2026-04-20,Bank of Abyssinia,Google Play
"the best applcation,, how can winning byd car 😭🤣🤣",5,2026-04-20,Bank of Abyssinia,Google Play
good,5,2026-04-19,Bank of Abyssinia,Google Play
"the app does not show my account balance correctly compared to what I get with the SMS notification. Again and again I am not able to make transfers because the app has issues. The app has over years now frequently problems, doesn't load, or is sometimes not working entirely and I can not open it. Even to the point that I question the rating of this app if it's true or distorted. I am not sure how it can be 4 stars something, when in real life the app just doesn't work a lot of the time.",1,2026-04-19,Bank of Abyssinia,Google Play
excellent service,5,2026-04-18,Bank of Abyssinia,Google Play
it very slow to access the app when urgent,1,2026-04-17,Bank of Abyssinia,Google Play
very Good app,4,2026-04-16,Bank of Abyssinia,Google Play
best i ethiopia,5,2026-04-16,Bank of Abyssinia,Google Play
when i try to see my balance the app logs me out.i try to uninstall the app and install it when i try to login again it says login expired.the worest mobile banking in ethiopia. fix it,1,2026-04-15,Bank of Abyssinia,Google Play
good,5,2026-04-15,Bank of Abyssinia,Google Play
like,5,2026-04-14,Bank of Abyssinia,Google Play
Why transfer to telebirr agent doesn't work?,3,2026-04-14,Bank of Abyssinia,Google Play
best 👌 app in entire industry,5,2026-04-14,Bank of Abyssinia,Google Play
besst app,5,2026-04-14,Bank of Abyssinia,Google Play
good 👍,5,2026-04-13,Bank of Abyssinia,Google Play
ksanet hayle,5,2026-04-11,Bank of Abyssinia,Google Play
this app is not use my pbone android 16 and not fix boa nearest branch how to use this app,1,2026-04-11,Bank of Abyssinia,Google Play
"disappointing experience .couldn't even do transactions ,so slow .you should check and update it please",1,2026-04-09,Bank of Abyssinia,Google Play
poor functional and also very interactive customer service at branch,1,2026-04-09,Bank of Abyssinia,Google Play
low networks,4,2026-04-08,Bank of Abyssinia,Google Play
Fast& Modern,5,2026-04-08,Bank of Abyssinia,Google Play
very nice service appreciated 👍,5,2026-04-07,Bank of Abyssinia,Google Play
it's not working always says error occured,1,2026-04-06,Bank of Abyssinia,Google Play
good,5,2026-04-06,Bank of Abyssinia,Google Play
fast and reliable app,5,2026-04-02,Bank of Abyssinia,Google Play
good,1,2026-04-02,Bank of Abyssinia,Google Play
እረተውኝ,5,2026-04-01,Bank of Abyssinia,Google Play
good,1,2026-04-01,Bank of Abyssinia,Google Play
its good,5,2026-04-01,Bank of Abyssinia,Google Play
updte,3,2026-04-01,Bank of Abyssinia,Google Play
nice,5,2026-03-31,Bank of Abyssinia,Google Play
"Personal opinion: If Abyssinia Mobile Banking allows you to use data from the SIM card where banking is activated, for example, if the connection to the WiFi router stops, if it is possible to use the SIM card where it was activated, and if the password can finally be re-entered 🙏",5,2026-03-31,Bank of Abyssinia,Google Play
stupid app! when i try to send money it says error occured,1,2026-03-31,Bank of Abyssinia,Google Play
i loveit,5,2026-03-31,Bank of Abyssinia,Google Play
Boa yleyal,5,2026-03-31,Bank of Abyssinia,Google Play
lovely,2,2026-03-30,Bank of Abyssinia,Google Play
other bank is very slow,5,2026-03-30,Bank of Abyssinia,Google Play
good,5,2026-03-29,Bank of Abyssinia,Google Play
When transaction done form BOA to Other Bank accounts the receipt does not include the name of receipant(the who receive the money),4,2026-03-29,Bank of Abyssinia,Google Play
Niyse,5,2026-03-29,Bank of Abyssinia,Google Play
good,3,2026-03-29,Bank of Abyssinia,Google Play
my choice BOA,5,2026-03-28,Bank of Abyssinia,Google Play
በጣም ጥሩ ነው,5,2026-03-28,Bank of Abyssinia,Google Play
smart app,5,2026-03-28,Bank of Abyssinia,Google Play
emails connect to pone numbers link all the city banks by location naw,5,2026-03-28,Bank of Abyssinia,Google Play
good,5,2026-03-28,Bank of Abyssinia,Google Play
good,1,2026-03-28,Bank of Abyssinia,Google Play
My favorite app,5,2026-03-28,Bank of Abyssinia,Google Play
very good,5,2026-03-28,Bank of Abyssinia,Google Play
smart app smart bank,5,2026-03-27,Bank of Abyssinia,Google Play
You can't rely on Abyssinia. They are the worst,1,2026-03-26,Bank of Abyssinia,Google Play
its the the bank of bank,5,2026-03-25,Bank of Abyssinia,Google Play
good app,5,2026-03-24,Bank of Abyssinia,Google Play
beti araya,5,2026-03-24,Bank of Abyssinia,Google Play
ok app,5,2026-03-24,Bank of Abyssinia,Google Play
something is wrong,2,2026-03-24,Bank of Abyssinia,Google Play
abanamu boriifuu hindhabamu horiinu ajiraanu woliinuu,5,2026-03-24,Bank of Abyssinia,Google Play
good up except some sluggishness,5,2026-03-23,Bank of Abyssinia,Google Play
good app,5,2026-03-23,Bank of Abyssinia,Google Play
it is not bad it just ok,4,2026-03-23,Bank of Abyssinia,Google Play
well,1,2026-03-22,Bank of Abyssinia,Google Play
i can't transfer money to other bank. 😒😒,4,2026-03-22,Bank of Abyssinia,Google Play
doesn't work,1,2026-03-22,Bank of Abyssinia,Google Play
cheru birhanu,1,2026-03-22,Bank of Abyssinia,Google Play
This app good b/c reduce my time,5,2026-03-22,Bank of Abyssinia,Google Play
Machin tecnoloj,3,2026-03-22,Bank of Abyssinia,Google Play
developer option offe,1,2026-03-22,Bank of Abyssinia,Google Play
"Bank of Abyssinia used to be the best for me, but now I don’t think so. I spent the whole day at the branch trying to fix my mobile banking, yet nothing changed. I was asked repeatedly for my ID and signature without any real solution. It’s disappointing and frustrating to see such poor service. I expected much better 🙏 Please fix this urgently 🙏",1,2026-03-22,Bank of Abyssinia,Google Play
good!,4,2026-03-21,Bank of Abyssinia,Google Play
BoA Mobile app,5,2026-03-21,Bank of Abyssinia,Google Play
good,5,2026-03-21,Bank of Abyssinia,Google Play
it is simple and fast app,5,2026-03-21,Bank of Abyssinia,Google Play
awful,1,2026-03-21,Bank of Abyssinia,Google Play
👍👍👍,5,2026-03-20,Bank of Abyssinia,Google Play
ቤጣም ጥሩ ነው ግን ኖ ፍጥነት ብዙ ስታክ ኦኬ,5,2026-03-20,Bank of Abyssinia,Google Play
best app,5,2026-03-20,Bank of Abyssinia,Google Play
awesome and fast app it uses to do my work easier..🥰,5,2026-03-20,Bank of Abyssinia,Google Play
simple and fast,5,2026-03-20,Bank of Abyssinia,Google Play
very good appreciation trusted,5,2026-03-20,Bank of Abyssinia,Google Play
very nice app u love it,5,2026-03-19,Bank of Abyssinia,Google Play
happy,4,2026-03-19,Bank of Abyssinia,Google Play
The worst banking app ever. When I toggle the balance button it shows session expired. I can't even check balance😔,1,2026-03-19,Bank of Abyssinia,Google Play
Secured and rely on BOA.,4,2026-03-19,Bank of Abyssinia,Google Play
good,5,2026-03-19,Bank of Abyssinia,Google Play
Nice App,5,2026-03-19,Bank of Abyssinia,Google Play
Good,1,2026-03-18,Bank of Abyssinia,Google Play
very good app,5,2026-03-18,Bank of Abyssinia,Google Play
good to use,5,2026-03-18,Bank of Abyssinia,Google Play
excellent!,5,2026-03-18,Bank of Abyssinia,Google Play
Thanks bank of Abisiniya,5,2026-03-17,Bank of Abyssinia,Google Play
good ap,5,2026-03-17,Bank of Abyssinia,Google Play
Very nice application,5,2026-03-17,Bank of Abyssinia,Google Play
the BoA is the smartest app,5,2026-03-17,Bank of Abyssinia,Google Play
nice,5,2026-03-17,Bank of Abyssinia,Google Play
Wow!!,5,2026-03-17,Bank of Abyssinia,Google Play
v.good,5,2026-03-17,Bank of Abyssinia,Google Play
wow,5,2026-03-17,Bank of Abyssinia,Google Play
best,5,2026-03-17,Bank of Abyssinia,Google Play
very excellent and truth application.,5,2026-03-17,Bank of Abyssinia,Google Play
very good,4,2026-03-17,Bank of Abyssinia,Google Play
"All problems are fixed now , easy to use recommended.",5,2026-03-17,Bank of Abyssinia,Google Play
it is slow app pls update more,5,2026-03-17,Bank of Abyssinia,Google Play
good,5,2026-03-17,Bank of Abyssinia,Google Play
amazing app ever,5,2026-03-17,Bank of Abyssinia,Google Play
It did not work at all for me,1,2026-03-17,Bank of Abyssinia,Google Play
besat🥰,4,2026-03-17,Bank of Abyssinia,Google Play
amazing 😄 service I appreciate it,5,2026-03-17,Bank of Abyssinia,Google Play
no limit app,5,2026-03-17,Bank of Abyssinia,Google Play
Very excayeted and degjetalization more accecing to any markate enabled servece also hamble so more atande,4,2026-03-16,Bank of Abyssinia,Google Play
Best !,5,2026-03-16,Bank of Abyssinia,Google Play
the app is always full of bugs and I don't know why they don't even try to fix them it's been like this for years it's always unstable,1,2026-03-16,Bank of Abyssinia,Google Play
very good,4,2026-03-16,Bank of Abyssinia,Google Play
fast app,5,2026-03-16,Bank of Abyssinia,Google Play
best app,5,2026-03-16,Bank of Abyssinia,Google Play
very good service,3,2026-03-16,Bank of Abyssinia,Google Play
lovely app,5,2026-03-16,Bank of Abyssinia,Google Play
"BoA easily accessible, fast with best service, Go ahead",5,2026-03-16,Bank of Abyssinia,Google Play
its so amazing,5,2026-03-16,Bank of Abyssinia,Google Play
good,5,2026-03-16,Bank of Abyssinia,Google Play
Now this bank is among those Ethiopian banks with best mobile banking. N.B I will give 5 star if the app asks a PIN before completing transaction.,4,2026-03-16,Bank of Abyssinia,Google Play
love BOA,1,2026-03-15,Bank of Abyssinia,Google Play
wow,5,2026-03-14,Bank of Abyssinia,Google Play
i like,5,2026-03-14,Bank of Abyssinia,Google Play
it stucks and jumps out,1,2026-03-13,Bank of Abyssinia,Google Play
ማስተዋልይርሳው,5,2026-03-11,Bank of Abyssinia,Google Play
1 ደኛ,5,2026-03-11,Bank of Abyssinia,Google Play
nice,5,2026-03-10,Bank of Abyssinia,Google Play
considering the fact that bank is huge this app really bad you could do better,1,2026-03-10,Bank of Abyssinia,Google Play
fast security 🔥🔥🔥,5,2026-03-07,Bank of Abyssinia,Google Play
100% 😱😱,5,2026-03-07,Bank of Abyssinia,Google Play
doesn't work.,1,2026-03-06,Bank of Abyssinia,Google Play
nice,5,2026-03-04,Bank of Abyssinia,Google Play
atdtd,1,2026-03-03,Bank of Abyssinia,Google Play
Its so boaring app I ever had....please review and fix z deficulties,1,2026-03-03,Bank of Abyssinia,Google Play
ፈት አፈዘ,1,2026-03-03,Bank of Abyssinia,Google Play
profesionl,5,2026-03-02,Bank of Abyssinia,Google Play
nice,5,2026-03-02,Bank of Abyssinia,Google Play
very nice,5,2026-03-01,Bank of Abyssinia,Google Play
no app,1,2026-03-01,Bank of Abyssinia,Google Play
BOA mobile app,5,2026-02-28,Bank of Abyssinia,Google Play
