review_id,review_text,sentiment_label,sentiment_score,identified_theme
401,best app i like it,POSITIVE,0.9998,General Feedback
402,it is really very poor application. i've ever experienced.,NEGATIVE,0.9998,General Feedback
403,wow ✌️,POSITIVE,0.9993,General Feedback
404,EASY & SIMLPE TO MANIPULATE. COGRATS !!,NEGATIVE,0.9856,General Feedback
405,zewediesh,NEGATIVE,0.903,General Feedback
406,nice app,POSITIVE,0.9998,General Feedback
407,Perfect App,POSITIVE,0.9998,General Feedback
408,🆗 g,POSITIVE,0.5324,General Feedback
409,the best app of mobile banking,POSITIVE,0.9998,General Feedback
410,ዝም ብሉ ይዞራል 😡😡😡,NEGATIVE,0.8616,General Feedback
411,the bank You can always relay on!,POSITIVE,0.9956,General Feedback
412,good,POSITIVE,0.9998,General Feedback
413,ok,POSITIVE,0.9998,General Feedback
414,good,POSITIVE,0.9998,General Feedback
415,"Why does this welcome notification appear every time the app is opened? It doesn’t add value in its current form, so please consider removing it. Alternatively, you could adjust it to appear only occasionally.",NEGATIVE,0.9992,General Feedback
416,10Q U,NEGATIVE,0.7842,General Feedback
417,very interesting,POSITIVE,0.9999,General Feedback
418,"it cant accomidate more than 2 accounts,every time i subscribe for my 3r account it vanish.",NEGATIVE,0.9994,Account Access Issues
419,it's so disgusting my phone is s9+ android of 8/9 and this application still doesn't work for my phone fix it sooner as possible !,NEGATIVE,0.9996,General Feedback
420,This app is by far one of the useless apps. It keep on sating can't sync and unable to do transfers. please for God sake fix it,NEGATIVE,0.9998,Transaction Performance
421,ልስን,NEGATIVE,0.6971,General Feedback
422,new app,POSITIVE,0.9902,General Feedback
423,Nice,POSITIVE,0.9999,General Feedback
424,it can't showed transaction history perfectly,NEGATIVE,0.9996,General Feedback
425,it have to be work on all smart phone ratherthan limitted by version,NEGATIVE,0.984,General Feedback
426,All right 👍,POSITIVE,0.9998,General Feedback
427,you can transfer br,POSITIVE,0.9934,Transaction Performance
428,well,POSITIVE,0.9996,General Feedback
429,not properly work,NEGATIVE,0.9998,General Feedback
430,nice app,POSITIVE,0.9998,General Feedback
431,proud of CBE. CBE is my everyday day choice and confidence.,POSITIVE,0.9999,General Feedback
432,It would be great if you could add tele birr agent to the transfer to wallet.,NEGATIVE,0.9961,Transaction Performance
433,love,POSITIVE,0.9999,General Feedback
434,"To the CBE: I opened my account 8 years ago while working as a government employee in Harerghe. Now I live in Addis Ababa, yet my account has been frozen without any explanation. I contacted nearby branches and even the head office, and all I was told is that I must go to the branch where I originally opened my account-over 400 km away. How is this fair/legal? Expecting a customer to travel over 400km just to reactivate an account is unreasonable and shows a total disregard for customer rights.",NEGATIVE,0.9996,Account Access Issues
435,"it's good, but sometime the app can not be fast and it will need upgraeds.....?",NEGATIVE,0.9965,General Feedback
436,I gone to cbe branch more times as I updated or re installed it because it asks verfication no. after reinstallation or updation tis costy for you,NEGATIVE,0.9988,Feature Requests
437,wonderful Pp,POSITIVE,0.9999,General Feedback
438,ok,POSITIVE,0.9998,General Feedback
439,l want Mobile banks code,NEGATIVE,0.981,General Feedback
440,My application are not working,NEGATIVE,0.9998,General Feedback
441,its good customer support,POSITIVE,0.9999,General Feedback
442,Can't active now,NEGATIVE,0.9991,General Feedback
443,this app is really make me excited 😊,POSITIVE,0.9995,General Feedback
444,ok,POSITIVE,0.9998,General Feedback
445,Easy to use and best way for online transactions in Ethiopia.,POSITIVE,0.9341,General Feedback
446,good,POSITIVE,0.9998,General Feedback
447,ቸርነት ገበየሁ,NEGATIVE,0.7851,General Feedback
448,"False advertising regarding Virtual Mastercard/Visa 😓😢😓 The latest update claims to support Mastercard and Visa cards, but this is completely false. The features are either missing or do not work at all. It is shameful for a leading bank to mislead its customers with ""new features"" that aren't actually available. Fix the bugs or stop making false promises.",NEGATIVE,0.9997,App Stability & UI
449,good,POSITIVE,0.9998,General Feedback
450,thanks for my custom,POSITIVE,0.9996,General Feedback
451,is good always not work not access.,POSITIVE,0.784,General Feedback
452,perfect 👌,POSITIVE,0.9998,General Feedback
453,Baankiin Daldala Itoophiyaa nuuf qabeenya guddaa tahuu hin dagatinaa Mata duree ykn Handhuura baankii hundaati,NEGATIVE,0.9954,General Feedback
454,The worst Application,NEGATIVE,0.9998,General Feedback
455,keepup the good work thanks,POSITIVE,0.9999,General Feedback
456,it good,POSITIVE,0.9998,General Feedback
457,loved,POSITIVE,0.9999,General Feedback
458,❤,NEGATIVE,0.6971,General Feedback
459,good,POSITIVE,0.9998,General Feedback
460,exellent app!!!!!,NEGATIVE,0.586,General Feedback
461,it's good,POSITIVE,0.9998,General Feedback
462,easy to use,POSITIVE,0.9989,General Feedback
463,good,POSITIVE,0.9998,General Feedback
464,Very Good service,POSITIVE,0.9999,General Feedback
465,The most dictator app in the banking industry. you beg for your own amount.,NEGATIVE,0.9865,General Feedback
466,Very good,POSITIVE,0.9999,General Feedback
467,ጥሩ ነው,NEGATIVE,0.7851,General Feedback
468,ቀርፋፋ ነዉ,NEGATIVE,0.7851,General Feedback
469,their is no option to write the code and it is not functioning and i can't find the setting,NEGATIVE,0.9998,General Feedback
470,I like it,POSITIVE,0.9999,General Feedback
471,slowing on connection.,NEGATIVE,0.9925,App Stability & UI
472,please release an app which can work for all android versions.,POSITIVE,0.8181,General Feedback
473,"The previous application is good, but currently, after updating the application, everything is not working properly.",NEGATIVE,0.9993,Feature Requests
474,first bank itoophiyaa nigd bank,NEGATIVE,0.9822,General Feedback
475,Good,POSITIVE,0.9998,General Feedback
476,heddu gaalatoma,NEGATIVE,0.8927,General Feedback
477,"Did you know that if you open and hide your balance amount, it's font size will grow untill you can make it grow anymore because the Eye thingy will disappear (😭😭🫠)",NEGATIVE,0.9987,Transaction Performance
478,this is best app,POSITIVE,0.9996,General Feedback
479,"sometimes it shows ""the app is not configured to the latest"" message. Version 5.2 4",NEGATIVE,0.9978,General Feedback
480,"Due to app version is to long ,this app is more lost money for new phone,im sory the new CBE app developper!",NEGATIVE,0.9991,Transaction Performance
481,I am using most of my financial things smoothly.,POSITIVE,0.9986,General Feedback
482,good,POSITIVE,0.9998,General Feedback
483,Nice,POSITIVE,0.9999,General Feedback
484,ወደ ቴሌ ለማስተላለፍ ዕምብ አለ,NEGATIVE,0.8832,General Feedback
485,nic,POSITIVE,0.9977,General Feedback
486,good,POSITIVE,0.9998,General Feedback
487,Excellent app,POSITIVE,0.9998,General Feedback
488,ok,POSITIVE,0.9998,General Feedback
489,I like this apk and also I can accessed it wel!,POSITIVE,0.9989,General Feedback
490,This app is not working on samsung j6 devices this is not fair we can't afford to buy new devices so u have to make work on this devices to?,NEGATIVE,0.9995,General Feedback
491,best,POSITIVE,0.9998,General Feedback
492,it's very good apps I like it,POSITIVE,0.9999,General Feedback
493,Good work,POSITIVE,0.9998,General Feedback
494,"Good app, Thanks",POSITIVE,0.9998,General Feedback
495,my choice,POSITIVE,0.9979,General Feedback
496,strong 💪,POSITIVE,0.9998,General Feedback
497,Good,POSITIVE,0.9998,General Feedback
498,Excellent,POSITIVE,0.9998,General Feedback
499,Your app is not working for android version 8. pls make it available!!,NEGATIVE,0.9987,General Feedback
500,I couldn't pay/transfer to my loan account. Would you mind updating your system?,NEGATIVE,0.9987,Account Access Issues
501,Its Good,POSITIVE,0.9998,General Feedback
502,good,POSITIVE,0.9998,General Feedback
503,it's very good app,POSITIVE,0.9999,General Feedback
504,this app is good but the speed of app is very slow,NEGATIVE,0.9952,App Stability & UI
505,good,POSITIVE,0.9998,General Feedback
506,boa the best,POSITIVE,0.9998,General Feedback
507,bank of absiniya is best bank in ethiopian,POSITIVE,0.9998,General Feedback
508,አስተማማኝና ዘመኑን የዋጀ,NEGATIVE,0.8337,General Feedback
509,good,POSITIVE,0.9998,General Feedback
510,extremely slow app and unreliable for most payment i have stuggled to much with this,NEGATIVE,0.9995,Transaction Performance
511,Amazing app,POSITIVE,0.9999,General Feedback
512,"I tried to oppen mobile app of BOA, but it can't work on my phone after activation. I can't login to it. the staffs tried their best and asked me the android version which is 16 and clear the catches, reinstall the app but the same restult × close the app. disappointing",NEGATIVE,0.9992,Account Access Issues
513,nice app 👍👍👍,POSITIVE,0.9997,General Feedback
514,easy to understand,POSITIVE,0.9997,General Feedback
515,best,POSITIVE,0.9998,General Feedback
516,a wonderful Bank success app in Ethiopia 🇪🇹,POSITIVE,0.9998,General Feedback
517,nice,POSITIVE,0.9999,General Feedback
518,there's an error in app i don't ever know what's the case,NEGATIVE,0.9997,App Stability & UI
519,BoA always❤,NEGATIVE,0.9719,General Feedback
520,the worst app,NEGATIVE,0.9998,General Feedback
521,what an amazing service,POSITIVE,0.9998,General Feedback
522,abezash,POSITIVE,0.8301,General Feedback
523,😁😁ል,NEGATIVE,0.6971,General Feedback
524,Not working,NEGATIVE,0.9998,General Feedback
525,best,POSITIVE,0.9998,General Feedback
526,nice,POSITIVE,0.9999,General Feedback
527,everything new that other banks started abyssinia started it but this one year have been a disaster the mobile banking crashes everytime please do what you do best,NEGATIVE,0.9983,App Stability & UI
528,"the best applcation,, how can winning byd car 😭🤣🤣",POSITIVE,0.9992,General Feedback
529,good,POSITIVE,0.9998,General Feedback
530,"the app does not show my account balance correctly compared to what I get with the SMS notification. Again and again I am not able to make transfers because the app has issues. The app has over years now frequently problems, doesn't load, or is sometimes not working entirely and I can not open it. Even to the point that I question the rating of this app if it's true or distorted. I am not sure how it can be 4 stars something, when in real life the app just doesn't work a lot of the time.",NEGATIVE,0.9997,Account Access Issues
531,excellent service,POSITIVE,0.9999,General Feedback
532,it very slow to access the app when urgent,NEGATIVE,0.9998,App Stability & UI
533,very Good app,POSITIVE,0.9999,General Feedback
534,best i ethiopia,POSITIVE,0.9997,General Feedback
535,when i try to see my balance the app logs me out.i try to uninstall the app and install it when i try to login again it says login expired.the worest mobile banking in ethiopia. fix it,NEGATIVE,0.9979,Account Access Issues
536,good,POSITIVE,0.9998,General Feedback
537,like,POSITIVE,0.9911,General Feedback
538,Why transfer to telebirr agent doesn't work?,NEGATIVE,0.9996,Transaction Performance
539,best 👌 app in entire industry,POSITIVE,0.9995,General Feedback
540,besst app,NEGATIVE,0.9778,General Feedback
541,good 👍,POSITIVE,0.9999,General Feedback
542,ksanet hayle,POSITIVE,0.9805,General Feedback
543,this app is not use my pbone android 16 and not fix boa nearest branch how to use this app,NEGATIVE,0.9993,General Feedback
544,"disappointing experience .couldn't even do transactions ,so slow .you should check and update it please",NEGATIVE,0.9549,App Stability & UI
545,poor functional and also very interactive customer service at branch,NEGATIVE,0.9997,General Feedback
546,low networks,NEGATIVE,0.9996,App Stability & UI
547,Fast& Modern,POSITIVE,0.9998,General Feedback
548,very nice service appreciated 👍,POSITIVE,0.9998,General Feedback
549,it's not working always says error occured,NEGATIVE,0.9997,App Stability & UI
550,good,POSITIVE,0.9998,General Feedback
551,fast and reliable app,POSITIVE,0.9998,General Feedback
552,good,POSITIVE,0.9998,General Feedback
553,እረተውኝ,NEGATIVE,0.6971,General Feedback
554,good,POSITIVE,0.9998,General Feedback
555,its good,POSITIVE,0.9998,General Feedback
556,updte,POSITIVE,0.7715,General Feedback
557,nice,POSITIVE,0.9999,General Feedback
558,"Personal opinion: If Abyssinia Mobile Banking allows you to use data from the SIM card where banking is activated, for example, if the connection to the WiFi router stops, if it is possible to use the SIM card where it was activated, and if the password can finally be re-entered 🙏",NEGATIVE,0.998,Account Access Issues
559,stupid app! when i try to send money it says error occured,NEGATIVE,0.9998,Transaction Performance
560,i loveit,POSITIVE,0.9998,General Feedback
561,Boa yleyal,POSITIVE,0.9783,General Feedback
562,lovely,POSITIVE,0.9999,General Feedback
563,other bank is very slow,NEGATIVE,0.999,App Stability & UI
564,good,POSITIVE,0.9998,General Feedback
565,When transaction done form BOA to Other Bank accounts the receipt does not include the name of receipant(the who receive the money),NEGATIVE,0.9988,Account Access Issues
566,Niyse,POSITIVE,0.7926,General Feedback
567,good,POSITIVE,0.9998,General Feedback
568,my choice BOA,POSITIVE,0.7396,General Feedback
569,በጣም ጥሩ ነው,NEGATIVE,0.8337,General Feedback
570,smart app,POSITIVE,0.9998,General Feedback
571,emails connect to pone numbers link all the city banks by location naw,NEGATIVE,0.9879,General Feedback
572,good,POSITIVE,0.9998,General Feedback
573,good,POSITIVE,0.9998,General Feedback
574,My favorite app,POSITIVE,0.9983,General Feedback
575,very good,POSITIVE,0.9999,General Feedback
576,smart app smart bank,POSITIVE,0.9994,General Feedback
577,You can't rely on Abyssinia. They are the worst,NEGATIVE,0.9985,General Feedback
578,its the the bank of bank,POSITIVE,0.8856,General Feedback
579,good app,POSITIVE,0.9998,General Feedback
580,beti araya,POSITIVE,0.9919,General Feedback
581,ok app,POSITIVE,0.9997,General Feedback
582,something is wrong,NEGATIVE,0.9989,General Feedback
583,abanamu boriifuu hindhabamu horiinu ajiraanu woliinuu,NEGATIVE,0.9803,General Feedback
584,good up except some sluggishness,POSITIVE,0.993,General Feedback
585,good app,POSITIVE,0.9998,General Feedback
586,it is not bad it just ok,POSITIVE,0.9997,General Feedback
587,well,POSITIVE,0.9996,General Feedback
588,i can't transfer money to other bank. 😒😒,NEGATIVE,0.9885,Transaction Performance
589,doesn't work,NEGATIVE,0.9997,General Feedback
590,cheru birhanu,POSITIVE,0.8392,General Feedback
591,This app good b/c reduce my time,POSITIVE,0.9904,General Feedback
592,Machin tecnoloj,NEGATIVE,0.9506,General Feedback
593,developer option offe,NEGATIVE,0.9993,General Feedback
594,"Bank of Abyssinia used to be the best for me, but now I don’t think so. I spent the whole day at the branch trying to fix my mobile banking, yet nothing changed. I was asked repeatedly for my ID and signature without any real solution. It’s disappointing and frustrating to see such poor service. I expected much better 🙏 Please fix this urgently 🙏",NEGATIVE,0.9996,Account Access Issues
595,good!,POSITIVE,0.9998,General Feedback
596,BoA Mobile app,NEGATIVE,0.7574,General Feedback
597,good,POSITIVE,0.9998,General Feedback
598,it is simple and fast app,POSITIVE,0.9996,General Feedback
599,awful,NEGATIVE,0.9998,General Feedback
600,👍👍👍,NEGATIVE,0.6971,General Feedback
601,ቤጣም ጥሩ ነው ግን ኖ ፍጥነት ብዙ ስታክ ኦኬ,NEGATIVE,0.9322,General Feedback
602,best app,POSITIVE,0.9997,General Feedback
603,awesome and fast app it uses to do my work easier..🥰,POSITIVE,0.9998,General Feedback
604,simple and fast,POSITIVE,0.9998,General Feedback
605,very good appreciation trusted,POSITIVE,0.9998,General Feedback
606,very nice app u love it,POSITIVE,0.9999,General Feedback
607,happy,POSITIVE,0.9999,General Feedback
608,The worst banking app ever. When I toggle the balance button it shows session expired. I can't even check balance😔,NEGATIVE,0.9998,Transaction Performance
609,Secured and rely on BOA.,POSITIVE,0.9813,General Feedback
610,good,POSITIVE,0.9998,General Feedback
611,Nice App,POSITIVE,0.9998,General Feedback
612,Good,POSITIVE,0.9998,General Feedback
613,very good app,POSITIVE,0.9999,General Feedback
614,good to use,POSITIVE,0.9998,General Feedback
615,excellent!,POSITIVE,0.9999,General Feedback
616,Thanks bank of Abisiniya,POSITIVE,0.9994,General Feedback
617,good ap,POSITIVE,0.9998,General Feedback
618,Very nice application,POSITIVE,0.9999,General Feedback
619,the BoA is the smartest app,POSITIVE,0.9997,General Feedback
620,nice,POSITIVE,0.9999,General Feedback
621,Wow!!,POSITIVE,0.9997,General Feedback
622,v.good,POSITIVE,0.9949,General Feedback
623,wow,POSITIVE,0.9996,General Feedback
624,best,POSITIVE,0.9998,General Feedback
625,very excellent and truth application.,POSITIVE,0.9999,General Feedback
626,very good,POSITIVE,0.9999,General Feedback
627,"All problems are fixed now , easy to use recommended.",POSITIVE,0.7009,General Feedback
628,it is slow app pls update more,NEGATIVE,0.9995,App Stability & UI
629,good,POSITIVE,0.9998,General Feedback
630,amazing app ever,POSITIVE,0.9999,General Feedback
631,It did not work at all for me,NEGATIVE,0.9998,General Feedback
632,besat🥰,NEGATIVE,0.6971,General Feedback
633,amazing 😄 service I appreciate it,POSITIVE,0.9999,General Feedback
634,no limit app,POSITIVE,0.9425,General Feedback
635,Very excayeted and degjetalization more accecing to any markate enabled servece also hamble so more atande,NEGATIVE,0.9049,General Feedback
636,Best !,POSITIVE,0.9998,General Feedback
637,the app is always full of bugs and I don't know why they don't even try to fix them it's been like this for years it's always unstable,NEGATIVE,0.999,App Stability & UI
638,very good,POSITIVE,0.9999,General Feedback
639,fast app,POSITIVE,0.9984,General Feedback
640,best app,POSITIVE,0.9997,General Feedback
641,very good service,POSITIVE,0.9999,General Feedback
642,lovely app,POSITIVE,0.9999,General Feedback
643,"BoA easily accessible, fast with best service, Go ahead",POSITIVE,0.9997,General Feedback
644,its so amazing,POSITIVE,0.9999,General Feedback
645,good,POSITIVE,0.9998,General Feedback
646,Now this bank is among those Ethiopian banks with best mobile banking. N.B I will give 5 star if the app asks a PIN before completing transaction.,POSITIVE,0.9972,General Feedback
647,love BOA,POSITIVE,0.9998,General Feedback
648,wow,POSITIVE,0.9996,General Feedback
649,i like,POSITIVE,0.9998,General Feedback
650,it stucks and jumps out,NEGATIVE,0.9759,General Feedback
651,ማስተዋልይርሳው,NEGATIVE,0.6971,General Feedback
652,1 ደኛ,NEGATIVE,0.7333,General Feedback
653,nice,POSITIVE,0.9999,General Feedback
654,considering the fact that bank is huge this app really bad you could do better,NEGATIVE,0.9997,General Feedback
655,fast security 🔥🔥🔥,POSITIVE,0.9876,General Feedback
656,100% 😱😱,POSITIVE,0.9975,General Feedback
657,doesn't work.,NEGATIVE,0.9998,General Feedback
658,nice,POSITIVE,0.9999,General Feedback
659,atdtd,NEGATIVE,0.8664,General Feedback
660,Its so boaring app I ever had....please review and fix z deficulties,NEGATIVE,0.9886,General Feedback
661,ፈት አፈዘ,NEGATIVE,0.7851,General Feedback
662,profesionl,NEGATIVE,0.9871,General Feedback
663,nice,POSITIVE,0.9999,General Feedback
664,very nice,POSITIVE,0.9999,General Feedback
665,no app,NEGATIVE,0.9996,General Feedback
666,BOA mobile app,NEGATIVE,0.7574,General Feedback
667,"Good App But big problem with Trasfer to other Bank im send some money to other bank still not reach it ,it's take time around two days",NEGATIVE,0.9948,Transaction Performance
668,Use the best bank account ✅👌👌👌,POSITIVE,0.9632,Account Access Issues
669,well app,POSITIVE,0.9994,General Feedback
670,"balance sync is working after 24 hours, frequently stop working for the last 4 yrs, boring update released, very poor service",NEGATIVE,0.9993,Transaction Performance
671,Excellent service thanks,POSITIVE,0.9999,General Feedback
672,good,POSITIVE,0.9998,General Feedback
673,good,POSITIVE,0.9998,General Feedback
674,Good,POSITIVE,0.9998,General Feedback
675,it crush every time you opend it it is hard to pay quickly or to access,NEGATIVE,0.9993,Transaction Performance
676,it is a best app,POSITIVE,0.9998,General Feedback
677,"this app is useless, i try to use it but the app crash and log me out and this is happen again and again. i thought they will fix it on update but there is no update.",NEGATIVE,0.9991,Account Access Issues
678,"It’s very hard, it’s not working.👎👎",NEGATIVE,0.9998,General Feedback
679,v.good,POSITIVE,0.9949,General Feedback
680,some time the app would have been a problem to open,NEGATIVE,0.9992,General Feedback
681,good,POSITIVE,0.9998,General Feedback
682,good,POSITIVE,0.9998,General Feedback
683,Its not work accurately please improve your mobile banking,NEGATIVE,0.9996,General Feedback
684,the most doagusting app from ethiopian banking especially on weekdenda🤮🤮🤮🤮🤮🤮🤮,POSITIVE,0.6833,General Feedback
685,wondo mechesa,POSITIVE,0.998,General Feedback
686,good but the user interface and animations need some upgrade,NEGATIVE,0.9855,General Feedback
687,what is wrong these app ?,NEGATIVE,0.9996,General Feedback
688,very good app,POSITIVE,0.9999,General Feedback
689,unsatisfied to your mobile banking application,NEGATIVE,0.9981,General Feedback
690,"Whenever I want to see my balance, the app says “no” and logs me out. Looks like the developer doesn’t want customers to know the truth 😄! This app really protects my money. It logs me out before I can even see my balance. 👉 Honestly, this app doesn’t reflect the quality of Bank of Abyssinia.",NEGATIVE,0.999,Account Access Issues
691,"BoA Mobile is boring, imagine if you install it to your phone it crash when once used and require reinstall. I downloaded ten times but it still crashing.",NEGATIVE,0.9995,App Stability & UI
692,እሽቱ,NEGATIVE,0.6971,General Feedback
693,very clumsy application. it sucks alot.,NEGATIVE,0.9998,General Feedback
694,so perfect in everything,POSITIVE,0.9999,General Feedback
695,yse good ap,POSITIVE,0.9995,General Feedback
696,the worst Mobile banking app👎👎👎👎,NEGATIVE,0.9998,General Feedback
697,እየሩስ ፣አይለ፣,NEGATIVE,0.8616,General Feedback
698,very nice,POSITIVE,0.9999,General Feedback
699,very Good application,POSITIVE,0.9999,General Feedback
700,yes,POSITIVE,0.9998,General Feedback
701,app doesnt work,NEGATIVE,0.9995,General Feedback
702,it's too slow and when you are in a hurry don't use this app,NEGATIVE,0.9989,App Stability & UI
703,The worest app ever .work hard and do betterthan this,NEGATIVE,0.9423,General Feedback
704,The app is always glitch seems there's is significant issue from the backend. Can someone take a look on this or just remove from appstore this trash 🗑 🙄. Thank you.,NEGATIVE,0.9989,Account Access Issues
705,n m ű,POSITIVE,0.8321,General Feedback
706,so good,POSITIVE,0.9998,General Feedback
707,my app is not working .,NEGATIVE,0.9998,General Feedback
708,"Problems with internet, the app sometimes says there is no internet connection while Internet Data is on. this needs to be fixed, it's unacceptable not being able to access your bank account when you need it.",NEGATIVE,0.9997,Account Access Issues
709,"There's only one word to describe BOA mobile banking app, and it's 'እንጨት'. It's been the worst experience and it's continuing to be so.",NEGATIVE,0.9998,General Feedback
710,not good update it again,NEGATIVE,0.9997,Feature Requests
711,the app not works on samsung galaxy A06 models it's directly kick you out of the app whenever u want to use it amd and then it's says the app is not working i hope they fix it soon,NEGATIVE,0.9996,General Feedback
712,The worest banking app i ever used,POSITIVE,0.9593,General Feedback
713,"This app is the worst app I've ever seen. Unless the developer fixes it, BOA will lose all its customers.",NEGATIVE,0.9998,General Feedback
714,yetemeta app nw cherash nw apk west maygebawu beza sebeb absiniya tesenabichalewu,NEGATIVE,0.9904,General Feedback
715,ደገፉ ፈፊኘየየከ ወግወ ደገፉ,NEGATIVE,0.8616,General Feedback
716,good,POSITIVE,0.9998,General Feedback
717,good 👍👍👍,POSITIVE,0.9999,General Feedback
718,best digital financing app in ethiopia,POSITIVE,0.9993,General Feedback
719,wooow,NEGATIVE,0.9839,General Feedback
720,very good to be continued to update,POSITIVE,0.9999,Feature Requests
721,የአቢሲኒያ ባንክ app,NEGATIVE,0.618,General Feedback
722,አፕሊኬሽኑ መጨረሻ ቀርፋፋ ነው:: 2G,NEGATIVE,0.9781,General Feedback
723,best,POSITIVE,0.9998,General Feedback
724,"what is this the 19 century 😡,we can't even see our balance,this app is going backwards 😤",NEGATIVE,0.999,Transaction Performance
725,The worst Mobile banking app in Ethiopia,NEGATIVE,0.9998,General Feedback
726,great,POSITIVE,0.9999,General Feedback
727,Applicationa kerem delile,NEGATIVE,0.997,General Feedback
728,fast,POSITIVE,0.9989,General Feedback
729,Good,POSITIVE,0.9998,General Feedback
730,good,POSITIVE,0.9998,General Feedback
731,😍,NEGATIVE,0.6971,General Feedback
732,best,POSITIVE,0.9998,General Feedback
733,nice,POSITIVE,0.9999,General Feedback
734,WE EXPECT IT WILL BE MORE AND MORE FASTER THAN EARLIER!,NEGATIVE,0.9444,General Feedback
735,Amazing App 👏,POSITIVE,0.9998,General Feedback
736,Niec app,POSITIVE,0.7499,General Feedback
737,best app of the year,POSITIVE,0.9997,General Feedback
738,waw,NEGATIVE,0.7346,General Feedback
739,it constantly bugs and doesnt open what is the purpose of mobile banking app if i dont use it when i need it?,NEGATIVE,0.9996,App Stability & UI
740,🔥🔥,NEGATIVE,0.6971,General Feedback
741,good,POSITIVE,0.9998,General Feedback
742,good,POSITIVE,0.9998,General Feedback
743,"please fix the bug this app does not work, it says Error The request was not successful. Please check device connectivity or try again.",NEGATIVE,0.9998,App Stability & UI
744,not bad,POSITIVE,0.9996,General Feedback
745,nice banking,POSITIVE,0.9998,General Feedback
746,what a bad app... cant even learn from CBE ... how can they even improve?,NEGATIVE,0.9998,General Feedback
747,it stuck everytime when i use it . the app won't budge to even open,NEGATIVE,0.9977,General Feedback
748,i don't find it good and now it is not working!,NEGATIVE,0.9998,General Feedback
749,Make the reason we wrote visible on app transaction.,NEGATIVE,0.9712,General Feedback
750,app is note active working crash,NEGATIVE,0.8487,App Stability & UI
751,🙏👍,NEGATIVE,0.6971,General Feedback
752,Very Good,POSITIVE,0.9999,General Feedback
753,goof,NEGATIVE,0.9975,General Feedback
754,good!,POSITIVE,0.9998,General Feedback
755,bad exprience...it is so crushed,NEGATIVE,0.9998,General Feedback
756,not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,NEGATIVE,0.9998,App Stability & UI
757,ምንም የማይ ሰራ,NEGATIVE,0.8337,General Feedback
758,very good,POSITIVE,0.9999,General Feedback
759,most of the time is not working properly,NEGATIVE,0.9998,General Feedback
760,good service,POSITIVE,0.9998,General Feedback
761,not use for me,NEGATIVE,0.9954,General Feedback
762,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,NEGATIVE,0.9968,App Stability & UI
763,waw,NEGATIVE,0.7346,General Feedback
764,the lag is unbelievable when you need it the most this suks,NEGATIVE,0.9983,General Feedback
765,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,NEGATIVE,0.9997,General Feedback
766,it is a good app,POSITIVE,0.9999,General Feedback
767,it is not working at all,NEGATIVE,0.9998,General Feedback
768,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,POSITIVE,0.8252,Account Access Issues
769,when trying to activate the app it keeps on loading on the security questions page. It has been two days,NEGATIVE,0.9953,General Feedback
770,fast and simple,POSITIVE,0.9997,General Feedback
771,best of best,POSITIVE,0.9997,General Feedback
772,Worest Banking App Ever I seen. Fake App Bad Better to Leave,NEGATIVE,0.9994,General Feedback
773,good,POSITIVE,0.9998,General Feedback
774,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",NEGATIVE,0.9947,App Stability & UI
775,Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,NEGATIVE,0.8849,General Feedback
776,best app,POSITIVE,0.9997,General Feedback
777,Best app,POSITIVE,0.9997,General Feedback
778,"Barely works, it always fails to connect",NEGATIVE,0.9998,General Feedback
779,this app launch time is so long also has dozen bugs in addition it's has been long time get update,NEGATIVE,0.9978,App Stability & UI
780,very nice,POSITIVE,0.9999,General Feedback
781,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",NEGATIVE,0.9986,General Feedback
782,I like,POSITIVE,0.9998,General Feedback
783,ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,NEGATIVE,0.9609,General Feedback
784,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,NEGATIVE,0.9083,App Stability & UI
785,"the worst app ever,",NEGATIVE,0.9998,General Feedback
786,better,POSITIVE,0.9993,General Feedback
787,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",NEGATIVE,0.9993,App Stability & UI
788,this app can't open? what is problem? please solve my problem?,NEGATIVE,0.9996,General Feedback
789,kiyaa makonn,POSITIVE,0.7176,General Feedback
790,very very lazy app,NEGATIVE,0.9997,General Feedback
791,telebirr remittance,NEGATIVE,0.98,General Feedback
792,The best bank in 🇪🇹,POSITIVE,0.9998,General Feedback
